year,state,state_po,state_fips,state_cen,state_ic,office,district,stage,special,candidate,party,writein,candidatevotes,totalvotes,version
2002,"Tennessee","TN","47",62,54,"US Senate","statewide","gen","FALSE","Wesley M. Baker","independent","FALSE",6106,1642432,"20171011"
1990,"Tennessee","TN","47",62,54,"US Senate","statewide","gen","FALSE","Albert Gore Jr.","democrat","FALSE",530898,783922,"20171011"
1984,"Tennessee","TN","47",62,54,"US Senate","statewide","gen","FALSE","Victor Ashe","republican","FALSE",557016,1648036,"20171011"
1994,"Tennessee","TN","47",62,54,"US Senate","statewide","gen","TRUE","Charles M. Moore","independent","FALSE",2219,1465862,"20171011"
1994,"Tennessee","TN","47",62,54,"US Senate","statewide","gen","FALSE","Jim Sasser","democrat","FALSE",623164,1480391,"20171011"
1988,"Tennessee","TN","47",62,54,"US Senate","statewide","gen","FALSE","","","TRUE",45,1567181,"20171011"
2006,"Tennessee","TN","47",62,54,"US Senate","statewide","gen","FALSE","David Gatchell","independent","FALSE",3746,1833695,"20171011"
1978,"Tennessee","TN","47",62,54,"US Senate","statewide","gen","FALSE","Howard H. Baker","republican","FALSE",642644,1157094,"20171011"
1978,"Tennessee","TN","47",62,54,"US Senate","statewide","gen","FALSE","Thomas J. Anderson","independent","FALSE",45908,1157094,"20171011"
2012,"Tennessee","TN","47",62,54,"US Senate","statewide","gen","FALSE","Jacob Maurer","","TRUE",409,2321477,"20171011"
2002,"Tennessee","TN","47",62,54,"US Senate","statewide","gen","FALSE","Karl Stanley Davidson","independent","FALSE",2217,1642432,"20171011"
2012,"Tennessee","TN","47",62,54,"US Senate","statewide","gen","FALSE","Gary Gene Davis","","TRUE",18,2321477,"20171011"
2012,"Tennessee","TN","47",62,54,"US Senate","statewide","gen","FALSE","Mary D. Wright","","TRUE",2,2321477,"20171011"
1994,"Tennessee","TN","47",62,54,"US Senate","statewide","gen","TRUE","Kerry Martin","independent","FALSE",1719,1465862,"20171011"
2006,"Tennessee","TN","47",62,54,"US Senate","statewide","gen","FALSE","Harold E. Ford, Jr.","democrat","FALSE",879976,1833695,"20171011"
2000,"Tennessee","TN","47",62,54,"US Senate","statewide","gen","FALSE","Jeff Clark","democrat","FALSE",621152,1928613,"20171011"
1988,"Tennessee","TN","47",62,54,"US Senate","statewide","gen","FALSE","Jim Sasser","democrat","FALSE",1020061,1567181,"20171011"
1996,"Tennessee","TN","47",62,54,"US Senate","statewide","gen","FALSE","Greg Samples","independent","FALSE",4104,1778664,"20171011"
2008,"Tennessee","TN","47",62,54,"US Senate","statewide","gen","FALSE","Christopher G. Fenner","independent","FALSE",11073,2424585,"20171011"
2012,"Tennessee","TN","47",62,54,"US Senate","statewide","gen","FALSE","Shaun E. Crowell","independent","FALSE",20936,2321477,"20171011"
1988,"Tennessee","TN","47",62,54,"US Senate","statewide","gen","FALSE","Bill Andersen","republican","FALSE",541033,1567181,"20171011"
1988,"Tennessee","TN","47",62,54,"US Senate","statewide","gen","FALSE","Khalil-Ullah Al-Muhaymin","independent","FALSE",6042,1567181,"20171011"
2008,"Tennessee","TN","47",62,54,"US Senate","statewide","gen","FALSE","Daniel Towers Lewis","independent","FALSE",9367,2424585,"20171011"
1996,"Tennessee","TN","47",62,54,"US Senate","statewide","gen","FALSE","","","TRUE",61,1778664,"20171011"
1996,"Tennessee","TN","47",62,54,"US Senate","statewide","gen","FALSE","Fred Thompson","republican","FALSE",1091554,1778664,"20171011"
2000,"Tennessee","TN","47",62,54,"US Senate","statewide","gen","FALSE","David Jarrod Ownby","independent","FALSE",4388,1928613,"20171011"
2000,"Tennessee","TN","47",62,54,"US Senate","statewide","gen","FALSE","","","TRUE",259,1928613,"20171011"
2008,"Tennessee","TN","47",62,54,"US Senate","statewide","gen","FALSE","Edward L. Buck","independent","FALSE",31631,2424585,"20171011"
2008,"Tennessee","TN","47",62,54,"US Senate","statewide","gen","FALSE","Ed Lawhorn","independent","FALSE",8986,2424585,"20171011"
1994,"Tennessee","TN","47",62,54,"US Senate","statewide","gen","FALSE","Philip L. Kienlen","independent","FALSE",3087,1480391,"20171011"
1990,"Tennessee","TN","47",62,54,"US Senate","statewide","gen","FALSE","William R. Hawkins","republican","FALSE",233703,783922,"20171011"
2014,"Tennessee","TN","47",62,54,"US Senate","statewide","gen","FALSE","Martin Pleasant","green","FALSE",12570,1374065,"20171011"
1994,"Tennessee","TN","47",62,54,"US Senate","statewide","gen","FALSE","Bill Frist","republican","FALSE",834226,1480391,"20171011"
2012,"Tennessee","TN","47",62,54,"US Senate","statewide","gen","FALSE","Jim Maynard","","TRUE",117,2321477,"20171011"
1994,"Tennessee","TN","47",62,54,"US Senate","statewide","gen","FALSE","","","TRUE",39,1480391,"20171011"
2008,"Tennessee","TN","47",62,54,"US Senate","statewide","gen","FALSE","Lamar Alexander","republican","FALSE",1579477,2424585,"20171011"
1994,"Tennessee","TN","47",62,54,"US Senate","statewide","gen","TRUE","Terry L. Lytle","independent","FALSE",1934,1465862,"20171011"
1978,"Tennessee","TN","47",62,54,"US Senate","statewide","gen","FALSE","Jane Eskind","democrat","FALSE",466228,1157094,"20171011"
2014,"Tennessee","TN","47",62,54,"US Senate","statewide","gen","FALSE","Tom Emerson Jr.","independent","FALSE",11157,1374065,"20171011"
1996,"Tennessee","TN","47",62,54,"US Senate","statewide","gen","FALSE","Bruce Gold","independent","FALSE",5865,1778664,"20171011"
1976,"Tennessee","TN","47",62,54,"US Senate","statewide","gen","FALSE","Mark Clark Bates","independent","FALSE",5137,1432046,"20171011"
2002,"Tennessee","TN","47",62,54,"US Senate","statewide","gen","FALSE","Bob Clement","democrat","FALSE",728232,1642432,"20171011"
1994,"Tennessee","TN","47",62,54,"US Senate","statewide","gen","TRUE","Jon Walls","independent","FALSE",1532,1465862,"20171011"
2012,"Tennessee","TN","47",62,54,"US Senate","statewide","gen","FALSE","Bob Corker","republican","FALSE",1506443,2321477,"20171011"
1996,"Tennessee","TN","47",62,54,"US Senate","statewide","gen","FALSE","John Jay Hooker","independent","FALSE",14401,1778664,"20171011"
1994,"Tennessee","TN","47",62,54,"US Senate","statewide","gen","TRUE","Fred Thompson","republican","FALSE",885998,1465862,"20171011"
1976,"Tennessee","TN","47",62,54,"US Senate","statewide","gen","FALSE","Willie C. Jacox","independent","FALSE",1406,1432046,"20171011"
1994,"Tennessee","TN","47",62,54,"US Senate","statewide","gen","FALSE","Charles F. Johnson","independent","FALSE",6631,1480391,"20171011"
2006,"Tennessee","TN","47",62,54,"US Senate","statewide","gen","FALSE","Emory ÂÂBoÂÂ Heyward","independent","FALSE",3580,1833695,"20171011"
1976,"Tennessee","TN","47",62,54,"US Senate","statewide","gen","FALSE","","","TRUE",31,1432046,"20171011"
1994,"Tennessee","TN","47",62,54,"US Senate","statewide","gen","TRUE","Hobart R. Lumpkin","independent","FALSE",1184,1465862,"20171011"
1976,"Tennessee","TN","47",62,54,"US Senate","statewide","gen","FALSE","James R. Sasser","democrat","FALSE",751180,1432046,"20171011"
2002,"Tennessee","TN","47",62,54,"US Senate","statewide","gen","FALSE","","","TRUE",356,1642432,"20171011"
2014,"Tennessee","TN","47",62,54,"US Senate","statewide","gen","FALSE","Gordon Ball","democrat","FALSE",437848,1374065,"20171011"
1984,"Tennessee","TN","47",62,54,"US Senate","statewide","gen","FALSE","Albert Gore Jr.","democrat","FALSE",1000607,1648036,"20171011"
2002,"Tennessee","TN","47",62,54,"US Senate","statewide","gen","FALSE","Connie Gammon","independent","FALSE",5349,1642432,"20171011"
1994,"Tennessee","TN","47",62,54,"US Senate","statewide","gen","TRUE","Don Schneller","independent","FALSE",1150,1465862,"20171011"
1990,"Tennessee","TN","47",62,54,"US Senate","statewide","gen","FALSE","Charles Gordon Vick","independent","FALSE",8021,783922,"20171011"
2012,"Tennessee","TN","47",62,54,"US Senate","statewide","gen","FALSE","Michel Joseph Long","independent","FALSE",8080,2321477,"20171011"
2012,"Tennessee","TN","47",62,54,"US Senate","statewide","gen","FALSE","Troy Stephen Scoggin","independent","FALSE",7148,2321477,"20171011"
2014,"Tennessee","TN","47",62,54,"US Senate","statewide","gen","FALSE","C. Salekin","independent","FALSE",787,1374065,"20171011"
2012,"Tennessee","TN","47",62,54,"US Senate","statewide","gen","FALSE","Allen Hoenicke","","TRUE",5,2321477,"20171011"
2006,"Tennessee","TN","47",62,54,"US Senate","statewide","gen","FALSE","Mary Taylor Shelby","independent","FALSE",1,1833695,"20171011"
1994,"Tennessee","TN","47",62,54,"US Senate","statewide","gen","FALSE","John Jay Hooker","independent","FALSE",13244,1480391,"20171011"
2006,"Tennessee","TN","47",62,54,"US Senate","statewide","gen","FALSE","Gary Keplinger","independent","FALSE",3033,1833695,"20171011"
2012,"Tennessee","TN","47",62,54,"US Senate","statewide","gen","FALSE","Mark E. Clayton","democrat","FALSE",705882,2321477,"20171011"
2002,"Tennessee","TN","47",62,54,"US Senate","statewide","gen","FALSE","Basil J. Marceaux","independent","FALSE",1170,1642432,"20171011"
2006,"Tennessee","TN","47",62,54,"US Senate","statewide","gen","FALSE","Gloria D. Reagon Price","independent","FALSE",1,1833695,"20171011"
1996,"Tennessee","TN","47",62,54,"US Senate","statewide","gen","FALSE","Philip L. Kienlen","independent","FALSE",2173,1778664,"20171011"
1994,"Tennessee","TN","47",62,54,"US Senate","statewide","gen","TRUE","Jim Cooper","democrat","FALSE",565930,1465862,"20171011"
2006,"Tennessee","TN","47",62,54,"US Senate","statewide","gen","FALSE","Christopher Joseph Lugo","independent","FALSE",2589,1833695,"20171011"
1976,"Tennessee","TN","47",62,54,"US Senate","statewide","gen","FALSE","Arnold Joseph Zandie","independent","FALSE",1061,1432046,"20171011"
2008,"Tennessee","TN","47",62,54,"US Senate","statewide","gen","FALSE","Robert D. Tuke","democrat","FALSE",767236,2424585,"20171011"
2006,"Tennessee","TN","47",62,54,"US Senate","statewide","gen","FALSE","Ed Choate","independent","FALSE",10831,1833695,"20171011"
2012,"Tennessee","TN","47",62,54,"US Senate","statewide","gen","FALSE","Christopher Schappert","","TRUE",12,2321477,"20171011"
2014,"Tennessee","TN","47",62,54,"US Senate","statewide","gen","FALSE","Lamar Alexander","republican","FALSE",850087,1374065,"20171011"
2008,"Tennessee","TN","47",62,54,"US Senate","statewide","gen","FALSE","Chris Lugo","independent","FALSE",9170,2424585,"20171011"
2006,"Tennessee","TN","47",62,54,"US Senate","statewide","gen","FALSE","James Anthony Gray","independent","FALSE",14,1833695,"20171011"
2014,"Tennessee","TN","47",62,54,"US Senate","statewide","gen","FALSE","Bartholomew J. Phillips","independent","FALSE",2386,1374065,"20171011"
2014,"Tennessee","TN","47",62,54,"US Senate","statewide","gen","FALSE","Danny Page","independent","FALSE",7713,1374065,"20171011"
1996,"Tennessee","TN","47",62,54,"US Senate","statewide","gen","FALSE","Houston Gordon","democrat","FALSE",654937,1778664,"20171011"
2006,"Tennessee","TN","47",62,54,"US Senate","statewide","gen","FALSE","Bob Corker","republican","FALSE",929911,1833695,"20171011"
2012,"Tennessee","TN","47",62,54,"US Senate","statewide","gen","FALSE","Kermit Steck","constitution","FALSE",18620,2321477,"20171011"
2014,"Tennessee","TN","47",62,54,"US Senate","statewide","gen","FALSE","Edmund L. Gauthier","independent","FALSE",2314,1374065,"20171011"
2012,"Tennessee","TN","47",62,54,"US Senate","statewide","gen","FALSE","James Higdon","independent","FALSE",8085,2321477,"20171011"
2002,"Tennessee","TN","47",62,54,"US Senate","statewide","gen","FALSE","John Jay Hooker","independent","FALSE",6401,1642432,"20171011"
1976,"Tennessee","TN","47",62,54,"US Senate","statewide","gen","FALSE","Bill Brock","republican","FALSE",673231,1432046,"20171011"
2000,"Tennessee","TN","47",62,54,"US Senate","statewide","gen","FALSE","Robert Watson","independent","FALSE",8416,1928613,"20171011"
2000,"Tennessee","TN","47",62,54,"US Senate","statewide","gen","FALSE","Charles F. Johnson","independent","FALSE",10004,1928613,"20171011"
2012,"Tennessee","TN","47",62,54,"US Senate","statewide","gen","FALSE","Martin Pleasant","green","FALSE",38472,2321477,"20171011"
1982,"Tennessee","TN","47",62,54,"US Senate","statewide","gen","FALSE","Robin Beard","republican","FALSE",479642,1259785,"20171011"
2000,"Tennessee","TN","47",62,54,"US Senate","statewide","gen","FALSE","Bill Frist","republican","FALSE",1255444,1928613,"20171011"
1984,"Tennessee","TN","47",62,54,"US Senate","statewide","gen","FALSE","Khalil-Ullah Al-Muhaymin","independent","FALSE",3179,1648036,"20171011"
2000,"Tennessee","TN","47",62,54,"US Senate","statewide","gen","FALSE","Tom Burrell","green","FALSE",25815,1928613,"20171011"
1978,"Tennessee","TN","47",62,54,"US Senate","statewide","gen","FALSE","","","TRUE",71,1157094,"20171011"
2006,"Tennessee","TN","47",62,54,"US Senate","statewide","gen","FALSE","John Jay Hooker","independent","FALSE",13,1833695,"20171011"
1994,"Tennessee","TN","47",62,54,"US Senate","statewide","gen","TRUE","Charles N. Hancock","independent","FALSE",4169,1465862,"20171011"
2008,"Tennessee","TN","47",62,54,"US Senate","statewide","gen","FALSE","David Gatchell","independent","FALSE",7645,2424585,"20171011"
2012,"Tennessee","TN","47",62,54,"US Senate","statewide","gen","FALSE","Lee Stewart","","TRUE",14,2321477,"20171011"
2002,"Tennessee","TN","47",62,54,"US Senate","statewide","gen","FALSE","Lamar Alexander","republican","FALSE",891498,1642432,"20171011"
2014,"Tennessee","TN","47",62,54,"US Senate","statewide","gen","FALSE","Rick Tyler","independent","FALSE",5759,1374065,"20171011"
2002,"Tennessee","TN","47",62,54,"US Senate","statewide","gen","FALSE","H. Gary Keplinger","independent","FALSE",1103,1642432,"20171011"
2012,"Tennessee","TN","47",62,54,"US Senate","statewide","gen","FALSE","Angelia Stinnett","","TRUE",470,2321477,"20171011"
1982,"Tennessee","TN","47",62,54,"US Senate","statewide","gen","FALSE","","","TRUE",30,1259785,"20171011"
2012,"Tennessee","TN","47",62,54,"US Senate","statewide","gen","FALSE","Margie Nell Penn","","TRUE",23,2321477,"20171011"
1978,"Tennessee","TN","47",62,54,"US Senate","statewide","gen","FALSE","Fern Lucius Keasler","independent","FALSE",2243,1157094,"20171011"
2014,"Tennessee","TN","47",62,54,"US Senate","statewide","gen","FALSE","Joe Wilmoth","constitution","FALSE",36088,1374065,"20171011"
2014,"Tennessee","TN","47",62,54,"US Senate","statewide","gen","FALSE","Eric Schechter","independent","FALSE",1673,1374065,"20171011"
2000,"Tennessee","TN","47",62,54,"US Senate","statewide","gen","FALSE","Joel Kinstle","independent","FALSE",3135,1928613,"20171011"
2014,"Tennessee","TN","47",62,54,"US Senate","statewide","gen","FALSE","Erin Kent Magee","independent","TRUE",5,1374065,"20171011"
2014,"Tennessee","TN","47",62,54,"US Senate","statewide","gen","FALSE","Joshua James","independent","FALSE",5678,1374065,"20171011"
1996,"Tennessee","TN","47",62,54,"US Senate","statewide","gen","FALSE","Robert O. Watson","independent","FALSE",5569,1778664,"20171011"
1984,"Tennessee","TN","47",62,54,"US Senate","statewide","gen","FALSE","Ed McAteer","independent","FALSE",87234,1648036,"20171011"
1990,"Tennessee","TN","47",62,54,"US Senate","statewide","gen","FALSE","","","TRUE",109,783922,"20171011"
1990,"Tennessee","TN","47",62,54,"US Senate","statewide","gen","FALSE","Bill Jacox","independent","FALSE",11191,783922,"20171011"
1994,"Tennessee","TN","47",62,54,"US Senate","statewide","gen","TRUE","","","TRUE",27,1465862,"20171011"
2012,"Tennessee","TN","47",62,54,"US Senate","statewide","gen","FALSE","Larry Crim","","TRUE",218,2321477,"20171011"
1982,"Tennessee","TN","47",62,54,"US Senate","statewide","gen","FALSE","Jim Sasser","democrat","FALSE",780113,1259785,"20171011"
2008,"Texas","TX","48",74,49,"US Senate","statewide","gen","FALSE","John Cornyn","republican","FALSE",4337469,7912075,"20171011"
1978,"Texas","TX","48",74,49,"US Senate","statewide","gen","FALSE","Miguel Pendas","socialist workers","FALSE",4018,2312540,"20171011"
1988,"Texas","TX","48",74,49,"US Senate","statewide","gen","FALSE","","","TRUE",583,5323606,"20171011"
1996,"Texas","TX","48",74,49,"US Senate","statewide","gen","FALSE","John Huff","natural law","FALSE",19469,5527441,"20171011"
2014,"Texas","TX","48",74,49,"US Senate","statewide","gen","FALSE","Mohammed Tahiro","","TRUE",988,4648358,"20171011"
2000,"Texas","TX","48",74,49,"US Senate","statewide","gen","FALSE","Gene Kelly","democrat","FALSE",2025024,6267964,"20171011"
1990,"Texas","TX","48",74,49,"US Senate","statewide","gen","FALSE","Hugh Parmer","democrat","FALSE",1429986,3822157,"20171011"
2000,"Texas","TX","48",74,49,"US Senate","statewide","gen","FALSE","Kay Bailey Hutchison","republican","FALSE",4078954,6267964,"20171011"
1984,"Texas","TX","48",74,49,"US Senate","statewide","gen","FALSE","Lloyd Doggett","democrat","FALSE",2202557,5314178,"20171011"
2002,"Texas","TX","48",74,49,"US Senate","statewide","gen","FALSE","James W. ""Jim"" Wright","","TRUE",1422,4514012,"20171011"
2008,"Texas","TX","48",74,49,"US Senate","statewide","gen","FALSE","Yvonne Adams Schick","libertarian","FALSE",185241,7912075,"20171011"
2006,"Texas","TX","48",74,49,"US Senate","statewide","gen","FALSE","Barbara Ann Radnofsky","democrat","FALSE",1555202,4314663,"20171011"
2012,"Texas","TX","48",74,49,"US Senate","statewide","gen","FALSE","John Jay Myers","libertarian","FALSE",162354,7864822,"20171011"
1982,"Texas","TX","48",74,49,"US Senate","statewide","gen","FALSE","Lineaus Hooper Lorette","citizens","FALSE",4564,3103167,"20171011"
